Gender,Age,Category,Quantity,Price,Sales,Year,Month,Quarter,Day,Age_Group
Female,51,Beauty,5,24.25,121.25,2022,Jul,Quarter 3,Friday,50-59
Female,20,Electronics,6,495,2970,2022,May,Quarter 2,Tuesday,20-29
Male,29,Electronics,1,28.8,28.8,2022,Aug,Quarter 3,Monday,29-39
Female,18,Beauty,5,485,2425,2022,Nov,Quarter 4,Wednesday,13-19
Male,61,Beauty,2,47.5,95,2022,Jul,Quarter 3,Thursday,60-69
Female,22,Electronics,2,47.5,95,2022,Mar,Quarter 1,Saturday,20-29
Female,47,Clothing,3,47.5,142.5,2022,Jul,Quarter 3,Sunday,40-49
Female,47,Clothing,6,485,2910,2022,Jul,Quarter 3,Saturday,40-49
Male,34,Beauty,1,297,297,2022,Apr,Quarter 2,Tuesday,29-39
Female,64,Clothing,1,29.1,29.1,2022,Dec,Quarter 4,Sunday,60-69
Male,40,Electronics,6,47.5,285,2022,May,Quarter 2,Wednesday,40-49
Female,32,Beauty,2,48,96,2022,Dec,Quarter 4,Tuesday,29-39
Male,54,Electronics,5,47.5,237.5,2022,Dec,Quarter 4,Saturday,50-59
Female,38,Electronics,4,29.4,117.6,2022,Nov,Quarter 4,Tuesday,29-39
Male,31,Clothing,3,49,147,2022,Feb,Quarter 1,Monday,29-39
Male,19,Beauty,5,28.5,142.5,2022,Nov,Quarter 4,Wednesday,13-19
Female,28,Beauty,1,49,49,2022,Nov,Quarter 4,Wednesday,20-29
Male,56,Clothing,2,480,960,2022,Mar,Quarter 1,Wednesday,50-59
Female,55,Electronics,3,475,1425,2022,Oct,Quarter 4,Sunday,50-59
Female,51,Electronics,1,29.1,29.1,2022,May,Quarter 2,Saturday,50-59
Female,55,Electronics,2,475,950,2022,Mar,Quarter 1,Saturday,50-59
Female,51,Electronics,1,29.4,29.4,2022,Aug,Quarter 3,Friday,50-59
Female,35,Beauty,6,475,2850,2022,Jul,Quarter 3,Friday,29-39
Female,47,Beauty,1,480,480,2022,May,Quarter 2,Friday,40-49
Female,32,Clothing,1,29.4,29.4,2022,Nov,Quarter 4,Friday,29-39
Female,44,Clothing,2,291,582,2022,Dec,Quarter 4,Tuesday,40-49
Female,51,Beauty,5,480,2400,2022,Oct,Quarter 4,Friday,50-59
Female,55,Beauty,1,48.5,48.5,2022,Apr,Quarter 2,Sunday,50-59
Female,50,Electronics,5,294,1470,2022,Dec,Quarter 4,Sunday,50-59
Male,41,Electronics,1,28.8,28.8,2022,Jun,Quarter 2,Friday,40-49
Male,32,Clothing,5,297,1485,2022,Jan,Quarter 1,Sunday,29-39
Female,47,Beauty,6,24.25,145.5,2022,Apr,Quarter 2,Friday,40-49
Female,59,Clothing,6,24,144,2022,Jan,Quarter 1,Tuesday,60-69
Female,34,Beauty,4,475,1900,2022,Jun,Quarter 2,Sunday,29-39
Female,22,Electronics,5,475,2375,2022,Jul,Quarter 3,Tuesday,20-29
Female,46,Clothing,4,49,196,2022,May,Quarter 2,Thursday,40-49
Female,21,Clothing,2,288,576,2022,Feb,Quarter 1,Friday,20-29
Female,27,Beauty,4,23.75,95,2022,Apr,Quarter 2,Wednesday,20-29
Female,34,Electronics,5,480,2400,2022,Oct,Quarter 4,Wednesday,29-39
Male,27,Clothing,1,297,297,2022,Jun,Quarter 2,Sunday,20-29
Female,34,Electronics,1,480,480,2022,Apr,Quarter 2,Wednesday,29-39
Male,37,Clothing,5,480,2400,2022,Dec,Quarter 4,Saturday,29-39
Female,41,Electronics,2,23.75,47.5,2022,Sep,Quarter 3,Wednesday,40-49
Female,22,Beauty,5,24.5,122.5,2022,Jul,Quarter 3,Saturday,20-29
Male,51,Clothing,6,490,2940,2022,Nov,Quarter 4,Sunday,50-59
Female,23,Clothing,4,29.7,118.8,2022,Aug,Quarter 3,Wednesday,20-29
Male,19,Electronics,4,480,1920,2022,Mar,Quarter 1,Wednesday,13-19
Female,30,Electronics,5,480,2400,2022,May,Quarter 2,Tuesday,29-39
Female,60,Clothing,4,49.5,198,2022,Mar,Quarter 1,Monday,60-69
Male,60,Beauty,6,49.5,297,2022,May,Quarter 2,Sunday,60-69
Female,28,Electronics,3,48.5,145.5,2022,Oct,Quarter 4,Sunday,20-29
Male,64,Electronics,4,28.8,115.2,2022,Oct,Quarter 4,Tuesday,60-69
Female,40,Electronics,6,28.5,171,2022,May,Quarter 2,Monday,40-49
Male,33,Clothing,5,490,2450,2022,Oct,Quarter 4,Friday,29-39
Male,48,Clothing,1,48,48,2022,Aug,Quarter 3,Tuesday,40-49
Female,28,Clothing,1,29.4,29.4,2022,Oct,Quarter 4,Thursday,20-29
Female,33,Clothing,1,24,24,2022,Jul,Quarter 3,Monday,29-39
Male,25,Beauty,2,480,960,2022,Jul,Quarter 3,Wednesday,20-29
Female,21,Beauty,4,288,1152,2022,Apr,Quarter 2,Sunday,20-29
Female,57,Clothing,6,495,2970,2022,Mar,Quarter 1,Sunday,50-59
Female,21,Beauty,5,285,1425,2022,Sep,Quarter 3,Monday,20-29
Male,42,Electronics,4,47.5,190,2022,Sep,Quarter 3,Sunday,40-49
Male,20,Electronics,3,285,855,2022,Feb,Quarter 1,Thursday,20-29
Male,49,Electronics,4,47.5,190,2022,Jan,Quarter 1,Wednesday,50-59
Male,20,Clothing,6,24.75,148.5,2022,Feb,Quarter 1,Sunday,20-29
Male,44,Electronics,4,288,1152,2022,Mar,Quarter 1,Monday,40-49
Male,46,Beauty,5,495,2475,2022,Nov,Quarter 4,Saturday,40-49
Male,49,Clothing,4,48.5,194,2022,Mar,Quarter 1,Thursday,50-59
Male,36,Beauty,2,495,990,2022,Dec,Quarter 4,Friday,29-39
Male,38,Electronics,6,28.5,171,2022,Aug,Quarter 3,Saturday,29-39
Female,22,Electronics,2,48,96,2022,Nov,Quarter 4,Thursday,20-29
Male,35,Electronics,5,294,1470,2022,Feb,Quarter 1,Thursday,29-39
Female,45,Clothing,6,49,294,2022,Jul,Quarter 3,Monday,40-49
Female,59,Beauty,5,490,2450,2022,Jul,Quarter 3,Saturday,60-69
Female,39,Clothing,6,23.75,142.5,2022,Nov,Quarter 4,Thursday,40-49
Male,38,Clothing,3,47.5,142.5,2022,Aug,Quarter 3,Monday,29-39
Male,23,Electronics,5,297,1485,2022,Sep,Quarter 3,Thursday,20-29
Male,18,Clothing,3,29.4,88.2,2022,May,Quarter 2,Tuesday,13-19
Male,22,Clothing,1,24.75,24.75,2022,Oct,Quarter 4,Wednesday,20-29
Female,58,Electronics,5,29.7,148.5,2022,Jan,Quarter 1,Friday,50-59
Male,29,Clothing,1,49,49,2022,Dec,Quarter 4,Friday,29-39
Male,43,Electronics,5,495,2475,2022,Feb,Quarter 1,Tuesday,40-49
Male,63,Electronics,2,480,960,2022,Dec,Quarter 4,Saturday,60-69
Male,51,Electronics,1,291,291,2022,Oct,Quarter 4,Monday,50-59
Male,31,Electronics,6,475,2850,2022,May,Quarter 2,Wednesday,29-39
Female,43,Clothing,6,24.75,148.5,2022,Nov,Quarter 4,Saturday,40-49
Male,62,Electronics,6,480,2880,2022,Jun,Quarter 2,Saturday,60-69
Female,44,Electronics,5,297,1485,2022,Feb,Quarter 1,Monday,40-49
Male,26,Clothing,6,48.5,291,2022,May,Quarter 2,Wednesday,20-29
Female,43,Clothing,6,49,294,2022,Aug,Quarter 3,Friday,40-49
Male,64,Beauty,1,475,475,2022,Mar,Quarter 1,Wednesday,60-69
Male,39,Clothing,2,29.4,58.8,2022,Aug,Quarter 3,Monday,40-49
Female,64,Clothing,5,48.5,242.5,2022,Jan,Quarter 1,Monday,60-69
Female,47,Beauty,2,495,990,2022,May,Quarter 2,Monday,40-49
Female,60,Clothing,6,297,1782,2022,Sep,Quarter 3,Thursday,60-69
Male,34,Clothing,5,480,2400,2022,Apr,Quarter 2,Sunday,29-39
Female,43,Clothing,4,47.5,190,2022,Sep,Quarter 3,Sunday,40-49
Male,53,Clothing,6,297,1782,2022,Feb,Quarter 1,Friday,50-59
Male,18,Beauty,4,485,1940,2022,Nov,Quarter 4,Friday,13-19
Female,25,Clothing,1,24,24,2022,Jun,Quarter 2,Friday,20-29
Female,52,Clothing,5,294,1470,2022,Nov,Quarter 4,Friday,50-59
Male,32,Beauty,3,24,72,2022,Sep,Quarter 3,Sunday,29-39
Male,64,Electronics,3,29.4,88.2,2022,Nov,Quarter 4,Wednesday,60-69
Female,39,Beauty,4,288,1152,2022,Apr,Quarter 2,Wednesday,40-49
Female,31,Electronics,6,24.5,147,2022,Mar,Quarter 1,Monday,29-39
Female,43,Beauty,4,47.5,190,2022,Jul,Quarter 3,Tuesday,40-49
Male,45,Beauty,4,47.5,190,2022,Mar,Quarter 1,Friday,40-49
Male,40,Clothing,5,29.1,145.5,2022,Oct,Quarter 4,Wednesday,40-49
Male,31,Electronics,3,288,864,2022,Sep,Quarter 3,Friday,29-39
Male,41,Clothing,5,285,1425,2022,Jan,Quarter 1,Sunday,40-49
Male,19,Electronics,4,291,1164,2022,Nov,Quarter 4,Friday,13-19
Male,62,Beauty,3,28.8,86.4,2022,Jun,Quarter 2,Thursday,60-69
Female,43,Beauty,4,291,1164,2022,Sep,Quarter 3,Friday,40-49
Male,31,Electronics,4,47.5,190,2022,Jan,Quarter 1,Tuesday,29-39
Male,24,Clothing,2,24.5,49,2022,Feb,Quarter 1,Monday,20-29
Male,20,Clothing,4,49,196,2022,Jul,Quarter 3,Wednesday,20-29
Female,64,Clothing,1,49,49,2022,Jun,Quarter 2,Wednesday,60-69
Male,40,Clothing,1,24.75,24.75,2022,May,Quarter 2,Wednesday,40-49
Male,63,Beauty,2,49.5,99,2022,Jan,Quarter 1,Monday,60-69
Female,60,Beauty,3,29.1,87.3,2022,May,Quarter 2,Thursday,60-69
Male,64,Beauty,4,24.75,99,2022,Oct,Quarter 4,Wednesday,60-69
Male,62,Beauty,6,49.5,297,2022,Feb,Quarter 1,Friday,60-69
Male,35,Beauty,1,485,485,2022,Feb,Quarter 1,Monday,29-39
Male,55,Clothing,1,48.5,48.5,2022,Sep,Quarter 3,Wednesday,50-59
Male,52,Clothing,3,29.7,89.1,2022,Feb,Quarter 1,Sunday,50-59
Female,32,Clothing,4,297,1188,2022,Sep,Quarter 3,Saturday,29-39
Female,42,Clothing,6,48,288,2022,Mar,Quarter 1,Monday,40-49
Female,54,Beauty,3,291,873,2022,Mar,Quarter 1,Tuesday,50-59
Male,45,Beauty,1,495,495,2022,Dec,Quarter 4,Monday,40-49
Male,27,Beauty,1,48,48,2022,Sep,Quarter 3,Friday,20-29
Male,56,Electronics,4,23.75,95,2022,Oct,Quarter 4,Monday,50-59
Female,34,Clothing,6,285,1710,2022,Mar,Quarter 1,Sunday,29-39
Male,56,Clothing,2,485,970,2022,May,Quarter 2,Tuesday,50-59
Male,39,Beauty,5,24,120,2022,Sep,Quarter 3,Thursday,40-49
Female,43,Clothing,5,24.25,121.25,2022,Nov,Quarter 4,Tuesday,40-49
Male,61,Clothing,5,24.75,123.75,2022,Aug,Quarter 3,Saturday,60-69
Female,42,Beauty,4,24,96,2022,Apr,Quarter 2,Wednesday,40-49
Female,34,Electronics,1,49.5,49.5,2022,Oct,Quarter 4,Wednesday,29-39
Female,30,Electronics,5,48,240,2022,Dec,Quarter 4,Wednesday,29-39
Male,37,Electronics,5,48.5,242.5,2022,Apr,Quarter 2,Thursday,29-39
Male,21,Clothing,4,475,1900,2022,Jun,Quarter 2,Friday,20-29
Male,27,Beauty,6,485,2910,2022,Jul,Quarter 3,Monday,20-29
Male,20,Beauty,5,29.4,147,2022,Dec,Quarter 4,Sunday,20-29
Male,58,Clothing,2,495,990,2022,Nov,Quarter 4,Wednesday,50-59
Male,62,Electronics,6,49.5,297,2022,Jul,Quarter 3,Tuesday,60-69
Female,35,Electronics,6,47.5,285,2022,Aug,Quarter 3,Sunday,29-39
Male,64,Beauty,4,29.7,118.8,2022,Sep,Quarter 3,Friday,60-69
Female,53,Electronics,1,28.5,28.5,2022,Aug,Quarter 3,Sunday,50-59
Male,64,Beauty,5,490,2450,2022,Mar,Quarter 1,Friday,60-69
Male,39,Beauty,1,288,288,2022,May,Quarter 2,Sunday,40-49
Male,51,Clothing,1,28.8,28.8,2022,Apr,Quarter 2,Wednesday,50-59
Female,64,Clothing,4,24.25,97,2022,Feb,Quarter 1,Thursday,60-69
Female,25,Clothing,2,49.5,99,2022,Jun,Quarter 2,Friday,20-29
Female,57,Beauty,4,24,96,2022,Jan,Quarter 1,Wednesday,50-59
Female,61,Clothing,5,49,245,2022,Oct,Quarter 4,Sunday,60-69
Male,36,Electronics,3,48.5,145.5,2022,Oct,Quarter 4,Wednesday,29-39
Female,59,Electronics,4,29.1,116.4,2022,Apr,Quarter 2,Friday,60-69
Male,58,Beauty,2,28.8,57.6,2022,Oct,Quarter 4,Sunday,50-59
Male,54,Beauty,2,24.5,49,2022,Apr,Quarter 2,Sunday,50-59
Female,23,Clothing,5,48,240,2022,Jan,Quarter 1,Wednesday,20-29
Female,43,Beauty,2,24.75,49.5,2022,Feb,Quarter 1,Monday,40-49
Female,51,Beauty,5,294,1470,2022,Dec,Quarter 4,Friday,50-59
Female,62,Electronics,6,24.25,145.5,2022,Nov,Quarter 4,Monday,60-69
Female,23,Electronics,6,480,2880,2022,Jan,Quarter 1,Tuesday,20-29
Female,54,Clothing,2,24.25,48.5,2022,Apr,Quarter 2,Friday,50-59
Female,50,Beauty,6,490,2940,2022,Feb,Quarter 1,Saturday,50-59
Female,39,Beauty,1,475,475,2022,Jan,Quarter 1,Tuesday,40-49
Male,38,Electronics,4,495,1980,2022,Jun,Quarter 2,Monday,29-39
Female,23,Beauty,6,297,1782,2022,Feb,Quarter 1,Monday,20-29
Female,23,Electronics,6,23.75,142.5,2022,Sep,Quarter 3,Thursday,20-29
Male,21,Clothing,4,24.25,97,2022,May,Quarter 2,Tuesday,20-29
Female,47,Electronics,6,297,1782,2022,May,Quarter 2,Tuesday,40-49
Male,28,Beauty,3,47.5,142.5,2022,Dec,Quarter 4,Saturday,20-29
Male,47,Clothing,5,28.5,142.5,2022,Sep,Quarter 3,Wednesday,40-49
Female,48,Electronics,2,24,48,2022,Apr,Quarter 2,Thursday,40-49
Male,41,Electronics,1,28.8,28.8,2022,Oct,Quarter 4,Wednesday,40-49
Male,26,Clothing,2,285,570,2022,Mar,Quarter 1,Thursday,20-29
Male,20,Clothing,1,48.5,48.5,2022,Oct,Quarter 4,Friday,20-29
Male,48,Electronics,6,49,294,2022,Oct,Quarter 4,Monday,40-49
Female,57,Beauty,4,49,196,2022,Aug,Quarter 3,Thursday,50-59
Male,54,Electronics,5,294,1470,2022,May,Quarter 2,Friday,50-59
Female,53,Clothing,3,480,1440,2022,Aug,Quarter 3,Thursday,50-59
Male,41,Electronics,3,475,1425,2022,Jul,Quarter 3,Friday,40-49
Male,48,Clothing,5,29.4,147,2022,Apr,Quarter 2,Saturday,40-49
Male,23,Clothing,2,480,960,2022,Feb,Quarter 1,Saturday,20-29
Male,19,Beauty,3,485,1455,2022,Feb,Quarter 1,Sunday,13-19
Female,37,Clothing,4,49.5,198,2022,Dec,Quarter 4,Monday,29-39
Female,45,Clothing,2,48,96,2022,Aug,Quarter 3,Wednesday,40-49
Male,28,Beauty,3,28.5,85.5,2022,Jul,Quarter 3,Saturday,20-29
Male,21,Clothing,2,24.75,49.5,2022,Aug,Quarter 3,Saturday,20-29
Female,32,Beauty,6,29.7,178.2,2022,Jul,Quarter 3,Sunday,29-39
Male,23,Beauty,1,29.1,29.1,2022,Aug,Quarter 3,Monday,20-29
Male,47,Clothing,5,294,1470,2022,Jan,Quarter 1,Saturday,40-49
Male,55,Clothing,2,285,570,2022,Dec,Quarter 4,Monday,50-59
Female,19,Electronics,5,29.7,148.5,2022,Dec,Quarter 4,Friday,13-19
Female,32,Beauty,3,29.1,87.3,2022,Nov,Quarter 4,Monday,29-39
Female,28,Electronics,2,29.7,59.4,2022,Feb,Quarter 1,Monday,20-29
Male,25,Clothing,1,485,485,2022,Feb,Quarter 1,Wednesday,20-29
Male,43,Electronics,4,297,1188,2022,Jul,Quarter 3,Wednesday,40-49
Female,62,Beauty,6,28.5,171,2022,Jun,Quarter 2,Friday,60-69
Female,61,Electronics,2,48.5,97,2022,Feb,Quarter 1,Saturday,60-69
Female,22,Beauty,1,49,49,2022,May,Quarter 2,Monday,20-29
Female,23,Clothing,5,490,2450,2022,Apr,Quarter 2,Sunday,20-29
Male,43,Clothing,4,480,1920,2022,Apr,Quarter 2,Saturday,40-49
Female,21,Beauty,1,24.75,24.75,2022,Oct,Quarter 4,Monday,20-29
Male,36,Clothing,2,23.75,47.5,2022,Aug,Quarter 3,Friday,29-39
Female,37,Clothing,2,24,48,2022,Mar,Quarter 1,Monday,29-39
Male,50,Clothing,6,485,2910,2022,Aug,Quarter 3,Saturday,50-59
Female,37,Clothing,4,495,1980,2022,Apr,Quarter 2,Tuesday,29-39
Female,29,Beauty,1,475,475,2022,May,Quarter 2,Tuesday,29-39
Female,64,Electronics,1,47.5,47.5,2022,Aug,Quarter 3,Friday,60-69
Female,18,Electronics,1,480,480,2022,May,Quarter 2,Monday,13-19
Male,43,Clothing,6,48.5,291,2022,Feb,Quarter 1,Wednesday,40-49
Female,31,Electronics,2,24.75,49.5,2022,Aug,Quarter 3,Tuesday,29-39
Male,55,Electronics,4,24.5,98,2022,Oct,Quarter 4,Monday,50-59
Male,54,Clothing,2,23.75,47.5,2022,Feb,Quarter 1,Monday,50-59
Male,28,Clothing,1,28.8,28.8,2022,Jan,Quarter 1,Thursday,20-29
Male,53,Electronics,4,29.4,117.6,2022,Nov,Quarter 4,Thursday,50-59
Female,30,Beauty,2,297,594,2022,Oct,Quarter 4,Wednesday,29-39
Male,60,Clothing,4,285,1140,2022,Jan,Quarter 1,Sunday,60-69
Male,20,Beauty,1,297,297,2022,Feb,Quarter 1,Friday,20-29
Male,50,Electronics,6,28.8,172.8,2022,May,Quarter 2,Tuesday,50-59
Female,23,Clothing,6,29.7,178.2,2022,Mar,Quarter 1,Monday,20-29
Female,27,Beauty,3,285,855,2022,Jul,Quarter 3,Friday,20-29
Female,22,Clothing,3,294,882,2022,Sep,Quarter 3,Wednesday,20-29
Female,40,Electronics,4,480,1920,2022,Sep,Quarter 3,Monday,40-49
Male,27,Beauty,4,294,1176,2022,Apr,Quarter 2,Thursday,20-29
Male,61,Electronics,5,485,2425,2022,Jul,Quarter 3,Tuesday,60-69
Female,19,Electronics,2,48,96,2022,Jan,Quarter 1,Tuesday,13-19
Male,30,Clothing,3,28.5,85.5,2022,Mar,Quarter 1,Sunday,29-39
Male,57,Beauty,6,288,1728,2022,Jul,Quarter 3,Friday,50-59
Male,19,Electronics,3,29.4,88.2,2022,Jan,Quarter 1,Monday,13-19
Female,37,Electronics,2,28.5,57,2022,Jul,Quarter 3,Wednesday,29-39
Female,18,Beauty,4,28.8,115.2,2022,May,Quarter 2,Tuesday,13-19
Male,54,Electronics,2,49,98,2022,Aug,Quarter 3,Monday,50-59
Female,26,Electronics,4,24.75,99,2022,May,Quarter 2,Saturday,20-29
Female,34,Beauty,6,288,1728,2022,Aug,Quarter 3,Saturday,29-39
Female,26,Beauty,3,24,72,2022,Dec,Quarter 4,Saturday,20-29
Female,28,Beauty,5,23.75,118.75,2022,Oct,Quarter 4,Thursday,20-29
Female,32,Beauty,5,24,120,2022,Dec,Quarter 4,Tuesday,29-39
Male,41,Clothing,1,29.7,29.7,2022,Sep,Quarter 3,Thursday,40-49
Female,55,Beauty,2,480,960,2022,Mar,Quarter 1,Tuesday,50-59
Male,52,Clothing,4,29.4,117.6,2022,Apr,Quarter 2,Saturday,50-59
Male,47,Clothing,6,29.1,174.6,2022,Jun,Quarter 2,Thursday,40-49
Female,48,Clothing,2,24.25,48.5,2022,Apr,Quarter 2,Saturday,40-49
Male,22,Electronics,2,29.1,58.2,2022,Jan,Quarter 1,Monday,20-29
Male,61,Clothing,6,24.75,148.5,2022,Oct,Quarter 4,Tuesday,60-69
Male,31,Clothing,4,495,1980,2022,Oct,Quarter 4,Thursday,29-39
Female,28,Electronics,4,294,1176,2022,Feb,Quarter 1,Wednesday,20-29
Female,26,Electronics,4,23.75,95,2022,Jun,Quarter 2,Saturday,20-29
Male,51,Electronics,5,475,2375,2022,Jan,Quarter 1,Monday,50-59
Female,29,Beauty,5,285,1425,2022,Jan,Quarter 1,Thursday,29-39
Female,52,Electronics,2,48.5,97,2022,Oct,Quarter 4,Friday,50-59
Female,52,Electronics,5,24,120,2022,Sep,Quarter 3,Saturday,50-59
Female,18,Clothing,4,24.75,99,2022,Sep,Quarter 3,Friday,13-19
Male,57,Electronics,2,48.5,97,2022,Sep,Quarter 3,Friday,50-59
Male,39,Beauty,1,47.5,47.5,2022,Mar,Quarter 1,Wednesday,40-49
Female,46,Electronics,1,24.5,24.5,2022,Jan,Quarter 1,Monday,40-49
Female,25,Beauty,5,49,245,2022,Sep,Quarter 3,Monday,20-29
Male,28,Electronics,1,28.5,28.5,2022,Feb,Quarter 1,Saturday,20-29
Male,58,Electronics,4,297,1188,2022,Apr,Quarter 2,Thursday,50-59
Female,54,Electronics,6,291,1746,2022,Feb,Quarter 1,Sunday,50-59
Male,31,Electronics,2,294,588,2022,Nov,Quarter 4,Wednesday,29-39
Female,47,Beauty,2,29.1,58.2,2022,Feb,Quarter 1,Saturday,40-49
Female,52,Beauty,2,48.5,97,2022,Dec,Quarter 4,Tuesday,50-59
Male,38,Clothing,3,480,1440,2022,May,Quarter 2,Monday,29-39
Male,54,Beauty,6,47.5,285,2022,Jul,Quarter 3,Wednesday,50-59
Female,22,Electronics,2,24.75,49.5,2022,Mar,Quarter 1,Friday,20-29
Female,36,Clothing,1,285,285,2022,Oct,Quarter 4,Thursday,29-39
Male,31,Clothing,5,47.5,237.5,2022,May,Quarter 2,Sunday,29-39
Female,43,Clothing,3,480,1440,2022,Oct,Quarter 4,Tuesday,40-49
Male,21,Electronics,1,23.75,23.75,2022,Nov,Quarter 4,Wednesday,20-29
Female,42,Beauty,1,29.4,29.4,2022,Jan,Quarter 1,Saturday,40-49
Male,62,Electronics,1,29.7,29.7,2022,Nov,Quarter 4,Tuesday,60-69
Male,59,Clothing,6,485,2910,2022,Feb,Quarter 1,Saturday,60-69
Male,42,Electronics,6,24,144,2022,Aug,Quarter 3,Thursday,40-49
Female,35,Electronics,6,288,1728,2022,Dec,Quarter 4,Sunday,29-39
Female,57,Beauty,6,48,288,2022,Oct,Quarter 4,Thursday,50-59
Male,25,Beauty,2,24.75,49.5,2022,Oct,Quarter 4,Tuesday,20-29
Female,56,Clothing,2,29.7,59.4,2022,Sep,Quarter 3,Monday,50-59
Male,57,Electronics,4,475,1900,2022,Jun,Quarter 2,Sunday,50-59
Male,31,Electronics,4,485,1940,2022,May,Quarter 2,Sunday,29-39
Female,49,Beauty,6,48,288,2022,Apr,Quarter 2,Saturday,50-59
Female,55,Electronics,1,475,475,2022,Dec,Quarter 4,Saturday,50-59
Male,50,Electronics,3,480,1440,2022,Jun,Quarter 2,Saturday,50-59
Female,40,Electronics,1,23.75,23.75,2022,May,Quarter 2,Wednesday,40-49
Female,32,Beauty,4,291,1164,2022,May,Quarter 2,Tuesday,29-39
Male,50,Clothing,1,47.5,47.5,2022,Jul,Quarter 3,Saturday,50-59
Male,42,Clothing,3,24.75,74.25,2022,Mar,Quarter 1,Thursday,40-49
Female,34,Electronics,5,285,1425,2022,Dec,Quarter 4,Sunday,29-39
Male,50,Clothing,6,24.75,148.5,2022,Nov,Quarter 4,Monday,50-59
Male,64,Beauty,1,24.75,24.75,2022,Jun,Quarter 2,Saturday,60-69
Female,19,Beauty,1,495,495,2022,Aug,Quarter 3,Wednesday,13-19
Male,31,Clothing,4,297,1188,2022,Jun,Quarter 2,Sunday,29-39
Male,57,Clothing,5,48,240,2022,Feb,Quarter 1,Tuesday,50-59
Female,57,Electronics,1,48.5,48.5,2022,Jan,Quarter 1,Thursday,50-59
Female,56,Clothing,1,297,297,2022,Aug,Quarter 3,Wednesday,50-59
Male,23,Electronics,4,475,1900,2022,Nov,Quarter 4,Wednesday,20-29
Male,23,Electronics,5,28.8,144,2022,Oct,Quarter 4,Monday,20-29
Female,20,Beauty,4,24.5,98,2022,Feb,Quarter 1,Tuesday,20-29
Female,24,Beauty,1,495,495,2022,Feb,Quarter 1,Tuesday,20-29
Female,25,Beauty,6,294,1764,2022,Oct,Quarter 4,Tuesday,20-29
Female,59,Beauty,5,24.25,121.25,2022,Apr,Quarter 2,Thursday,60-69
Male,32,Clothing,3,48.5,145.5,2022,Sep,Quarter 3,Sunday,29-39
Female,64,Beauty,2,29.7,59.4,2022,May,Quarter 2,Tuesday,60-69
Female,46,Clothing,5,47.5,237.5,2022,Mar,Quarter 1,Thursday,40-49
Male,50,Beauty,1,285,285,2022,Jun,Quarter 2,Wednesday,50-59
Female,47,Clothing,4,23.75,95,2022,Feb,Quarter 1,Sunday,40-49
Male,56,Electronics,5,288,1440,2022,May,Quarter 2,Saturday,50-59
Female,44,Clothing,1,24.75,24.75,2022,Jul,Quarter 3,Sunday,40-49
Female,53,Clothing,4,490,1960,2022,May,Quarter 2,Friday,50-59
Female,46,Beauty,3,29.4,88.2,2022,Mar,Quarter 1,Wednesday,40-49
Male,55,Clothing,2,490,980,2022,Aug,Quarter 3,Sunday,50-59
Male,50,Electronics,6,480,2880,2022,Oct,Quarter 4,Friday,50-59
Female,54,Electronics,5,291,1455,2022,Dec,Quarter 4,Wednesday,50-59
Male,44,Beauty,3,28.8,86.4,2022,Jun,Quarter 2,Sunday,40-49
Male,50,Electronics,5,24.75,123.75,2022,Nov,Quarter 4,Friday,50-59
Male,21,Clothing,1,23.75,23.75,2022,Dec,Quarter 4,Friday,20-29
Male,39,Electronics,5,48,240,2022,Sep,Quarter 3,Thursday,40-49
Male,19,Beauty,5,23.75,118.75,2022,Jan,Quarter 1,Thursday,13-19
Male,27,Clothing,6,294,1764,2022,Dec,Quarter 4,Friday,20-29
Female,22,Beauty,3,485,1455,2022,Oct,Quarter 4,Wednesday,20-29
Female,27,Clothing,2,485,970,2022,Jun,Quarter 2,Saturday,20-29
Male,50,Electronics,4,480,1920,2022,Dec,Quarter 4,Wednesday,50-59
Female,55,Beauty,4,29.1,116.4,2022,Feb,Quarter 1,Thursday,50-59
Female,30,Beauty,5,24.75,123.75,2022,Mar,Quarter 1,Friday,29-39
Female,48,Clothing,2,291,582,2022,May,Quarter 2,Tuesday,40-49
Female,64,Beauty,3,28.5,85.5,2022,Mar,Quarter 1,Wednesday,60-69
Male,53,Clothing,5,49,245,2022,Feb,Quarter 1,Friday,50-59
Female,62,Clothing,6,294,1764,2022,Oct,Quarter 4,Wednesday,60-69
Female,41,Clothing,4,297,1188,2022,Mar,Quarter 1,Tuesday,40-49
Male,32,Clothing,4,285,1140,2022,May,Quarter 2,Saturday,29-39
Male,46,Electronics,5,485,2425,2022,May,Quarter 2,Thursday,40-49
Female,25,Clothing,5,294,1470,2022,Nov,Quarter 4,Monday,20-29
Female,22,Beauty,3,24.75,74.25,2022,Apr,Quarter 2,Tuesday,20-29
Female,46,Electronics,3,297,891,2022,Jun,Quarter 2,Sunday,40-49
Female,64,Beauty,1,490,490,2022,Apr,Quarter 2,Saturday,60-69
Female,21,Electronics,2,288,576,2022,Dec,Quarter 4,Monday,20-29
Female,29,Clothing,3,49,147,2022,Nov,Quarter 4,Tuesday,29-39
Male,62,Electronics,4,49.5,198,2022,May,Quarter 2,Tuesday,60-69
Female,19,Electronics,5,485,2425,2022,Sep,Quarter 3,Saturday,13-19
Female,44,Beauty,6,23.75,142.5,2022,Sep,Quarter 3,Friday,40-49
Male,48,Beauty,4,24.25,97,2022,May,Quarter 2,Tuesday,40-49
